work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
2023,SE,FT,Data_Engineer,107900,USD,107900,US,M
2023,SE,FT,Data_Analyst,180180,USD,180180,US,M
2023,SE,FT,Data_Analyst,106020,USD,106020,US,M
2023,SE,FT,Data_Architect,376080,USD,376080,US,M
2023,SE,FT,Data_Architect,213120,USD,213120,US,M
2023,SE,FT,Data_Analyst,153600,USD,153600,US,M
2023,SE,FT,Data_Analyst,100500,USD,100500,US,M
2023,SE,FT,Data_Analyst,206500,USD,206500,US,M
2023,SE,FT,Data_Analyst,121600,USD,121600,US,M
2023,SE,FT,Data_Engineer,260000,USD,260000,US,M
2023,SE,FT,Data_Engineer,225000,USD,225000,US,M
2023,SE,FT,Cloud_Database_Engineer,170000,USD,170000,US,L
2023,SE,FT,Applied_Machine_Learning_Scientist,90000,USD,90000,US,L
2023,SE,FT,Data_Engineer,275000,USD,275000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Analyst,115934,USD,115934,US,M
2023,SE,FT,Data_Analyst,81666,USD,81666,US,M
2023,SE,FT,Data_Scientist,175000,USD,175000,US,M
2023,SE,FT,Data_Scientist,120000,USD,120000,US,M
2023,SE,FT,Machine_Learning_Engineer,150000,USD,150000,US,M
2023,SE,FT,Machine_Learning_Engineer,120000,USD,120000,US,M
2023,SE,FT,Research_Engineer,200000,USD,200000,US,M
2023,SE,FT,Research_Engineer,175000,USD,175000,US,M
2023,SE,FT,Data_Architect,138000,USD,138000,GB,M
2023,SE,FT,Data_Architect,92000,USD,92000,GB,M
2023,SE,FT,Data_Manager,65000,USD,65000,CO,M
2023,SE,FT,Data_Manager,48000,USD,48000,CO,M
2023,SE,FT,Data_Analyst,110000,USD,110000,US,M
2023,SE,FT,Data_Analyst,75000,USD,75000,US,M
2023,SE,FT,Analytics_Engineer,130000,USD,130000,US,M
2023,SE,FT,Analytics_Engineer,87000,USD,87000,US,M
2023,SE,FT,Data_Science_Manager,299500,USD,299500,US,M
2023,SE,FT,Data_Science_Manager,245100,USD,245100,US,M
2023,SE,FT,Data_Engineer,147100,USD,147100,US,M
2023,SE,FT,Data_Engineer,90700,USD,90700,US,M
2023,SE,FT,Data_Engineer,168400,USD,168400,US,M
2023,SE,FT,Data_Engineer,105200,USD,105200,US,M
2023,SE,FT,Data_Scientist,210000,USD,210000,US,M
2023,SE,FT,Data_Scientist,160000,USD,160000,US,M
2023,SE,FT,Applied_Scientist,222200,USD,222200,US,L
2023,SE,FT,Applied_Scientist,136000,USD,136000,US,L
2023,SE,FT,Data_Analyst,185000,USD,185000,US,M
2023,SE,FT,Data_Analyst,120250,USD,120250,US,M
2023,SE,FT,Data_Scientist,205000,USD,205000,US,M
2023,SE,FT,Data_Scientist,140000,USD,140000,US,M
2023,SE,FT,Data_Scientist,297300,USD,297300,US,M
2023,SE,FT,Data_Scientist,198200,USD,198200,US,M
2023,SE,FT,Research_Scientist,141288,USD,141288,US,M
2023,SE,FT,Research_Scientist,94192,USD,94192,US,M
2023,SE,FT,Data_Infrastructure_Engineer,184000,USD,184000,US,M
2023,SE,FT,Data_Infrastructure_Engineer,143000,USD,143000,US,M
2023,SE,FT,Data_Analyst,70000,USD,70000,US,M
2023,SE,FT,Data_Analyst,55000,USD,55000,US,M
2023,SE,FT,Analytics_Engineer,275300,USD,275300,US,M
2023,SE,FT,Analytics_Engineer,183500,USD,183500,US,M
2023,SE,FT,Data_Architect,149040,USD,149040,US,M
2023,SE,FT,Data_Architect,113900,USD,113900,US,M
2023,SE,FT,Data_Analyst,180180,USD,180180,US,M
2023,SE,FT,Data_Analyst,106020,USD,106020,US,M
2023,SE,FT,Data_Engineer,139500,USD,139500,US,M
2023,SE,FT,Data_Engineer,109400,USD,109400,US,M
2023,SE,FT,Data_Scientist,105000,USD,105000,US,M
2023,SE,FT,Data_Scientist,70000,USD,70000,US,M
2023,SE,FT,Data_Engineer,146000,USD,146000,US,M
2023,SE,FT,Data_Engineer,75000,USD,75000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Engineer,130000,USD,130000,US,M
2023,SE,FT,Data_Analyst,169000,USD,169000,US,M
2023,SE,FT,Data_Analyst,110600,USD,110600,US,M
2023,SE,FT,Data_Operations_Engineer,193000,USD,193000,US,M
2023,SE,FT,Data_Operations_Engineer,136850,USD,136850,US,M
2023,SE,FT,Machine_Learning_Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine_Learning_Engineer,109400,USD,109400,US,M
2023,SE,FT,Data_Engineer,276000,USD,276000,US,M
2023,SE,FT,Data_Engineer,178500,USD,178500,US,M
2023,SE,FT,Machine_Learning_Engineer,161000,GBP,195652,GB,M
2023,SE,FT,Machine_Learning_Engineer,83300,GBP,101228,GB,M
2023,SE,FT,Data_Engineer,112700,GBP,136956,GB,M
2023,SE,FT,Data_Engineer,83300,GBP,101228,GB,M
2023,SE,FT,Data_Engineer,252000,USD,252000,US,M
2023,SE,FT,Data_Engineer,129000,USD,129000,US,M
2023,SE,FT,Data_Engineer,163800,USD,163800,US,M
2023,SE,FT,Data_Engineer,126000,USD,126000,US,M
2023,SE,FT,ML_Engineer,260000,USD,260000,CA,M
2023,SE,FT,ML_Engineer,110000,USD,110000,CA,M
2023,SE,FT,Analytics_Engineer,170000,USD,170000,US,M
2023,SE,FT,Analytics_Engineer,130000,USD,130000,US,M
2023,SE,FT,Machine_Learning_Engineer,247500,USD,247500,US,M
2023,SE,FT,Machine_Learning_Engineer,172200,USD,172200,US,M
2023,SE,FT,Data_Scientist,239748,USD,239748,US,M
2023,SE,FT,Data_Scientist,159832,USD,159832,US,M
2023,SE,FT,Machine_Learning_Engineer,163800,USD,163800,US,M
2023,SE,FT,Machine_Learning_Engineer,126000,USD,126000,US,M
2023,SE,FT,Data_Engineer,252000,USD,252000,US,M
2023,SE,FT,Data_Engineer,129000,USD,129000,US,M
2023,SE,FT,Data_Science_Manager,299500,USD,299500,US,M
2023,SE,FT,Data_Science_Manager,245100,USD,245100,US,M
2023,SE,FT,Data_Architect,188500,USD,188500,US,M
2023,SE,FT,Data_Architect,117000,USD,117000,US,M
2023,SE,FT,Data_Analyst,250000,USD,250000,US,M
2023,SE,FT,Data_Analyst,138000,USD,138000,US,M
2023,SE,FT,Deep_Learning_Researcher,115000,EUR,123405,DE,L
2023,SE,FT,Data_Engineer,140000,USD,140000,US,M
2023,SE,FT,Data_Engineer,120000,USD,120000,US,M
2023,SE,FT,BI_Analyst,160000,USD,160000,US,M
2023,SE,FT,BI_Analyst,135000,USD,135000,US,M
2023,SE,FT,Data_Engineer,153600,USD,153600,US,M
2023,SE,FT,Data_Engineer,106800,USD,106800,US,M
2023,SE,FT,Data_Analyst,127000,USD,127000,US,M
2023,SE,FT,Data_Analyst,94000,USD,94000,US,M
2023,SE,FT,Data_Scientist,210550,USD,210550,US,M
2023,SE,FT,Data_Scientist,153300,USD,153300,US,M
2023,SE,FT,Data_Analyst,161500,USD,161500,US,M
2023,SE,FT,Data_Analyst,119500,USD,119500,US,M
2023,SE,FT,Data_Analyst,175000,USD,175000,US,M
2023,SE,FT,Data_Analyst,145000,USD,145000,US,M
2023,SE,FT,Data_Scientist,175000,USD,175000,US,M
2023,SE,FT,Data_Scientist,148750,USD,148750,US,M
2023,SE,FT,Data_Analytics_Specialist,105000,USD,105000,US,M
2023,SE,FT,Data_Analytics_Specialist,85000,USD,85000,US,M
2023,SE,FT,Research_Scientist,215000,USD,215000,US,M
2023,SE,FT,Research_Scientist,146300,USD,146300,US,M
2023,SE,FT,Machine_Learning_Engineer,153400,USD,153400,US,M
2023,SE,FT,Machine_Learning_Engineer,122700,USD,122700,US,M
2023,SE,FT,Data_Scientist,186300,USD,186300,US,M
2023,SE,FT,Data_Scientist,123900,USD,123900,US,M
2023,SE,FT,Machine_Learning_Engineer,153400,USD,153400,US,M
2023,SE,FT,Machine_Learning_Engineer,122700,USD,122700,US,M
2023,SE,FT,Data_Analyst,185900,USD,185900,US,M
2023,SE,FT,Data_Analyst,121700,USD,121700,US,M
2023,SE,FT,Data_Analyst,153600,USD,153600,US,M
2023,SE,FT,Data_Analyst,106800,USD,106800,US,M
2023,SE,FL,Software_Data_Engineer,50000,USD,50000,AU,M
2023,SE,FT,Machine_Learning_Engineer,247500,USD,247500,US,M
2023,SE,FT,Machine_Learning_Engineer,172200,USD,172200,US,M
2023,SE,FT,Data_Analyst,125000,USD,125000,US,M
2023,SE,FT,Data_Analyst,110000,USD,110000,US,M
2023,SE,FT,Data_Scientist,149076,USD,149076,US,M
2023,SE,FT,Data_Scientist,82365,USD,82365,US,M
2023,SE,FT,Machine_Learning_Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine_Learning_Engineer,109400,USD,109400,US,M
2023,SE,FT,Data_Engineer,139500,USD,139500,US,M
2023,SE,FT,Data_Engineer,109400,USD,109400,US,M
2023,SE,FT,Data_Engineer,252000,USD,252000,US,M
2023,SE,FT,Data_Engineer,129000,USD,129000,US,M
2023,SE,FT,Data_Analyst,95000,USD,95000,US,M
2023,SE,FT,Data_Analyst,85500,USD,85500,US,M
2023,SE,FT,Data_Analyst,185900,USD,185900,US,M
2023,SE,FT,Data_Analyst,121700,USD,121700,US,M
2023,SE,FT,Data_Scientist,201000,USD,201000,US,M
2023,SE,FT,Data_Scientist,122000,USD,122000,US,M
2023,SE,FT,Data_Engineer,252000,USD,252000,US,M
2023,SE,FT,Data_Engineer,129000,USD,129000,US,M
2023,SE,FT,Data_Analyst,120000,USD,120000,US,M
2023,SE,FT,Data_Analyst,75000,USD,75000,US,M
2023,SE,FT,Data_Scientist,185900,USD,185900,US,M
2023,SE,FT,Data_Scientist,129300,USD,129300,US,M
2023,SE,FT,Data_Scientist,201000,USD,201000,US,M
2023,SE,FT,Data_Scientist,122000,USD,122000,US,M
2023,SE,FT,Machine_Learning_Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine_Learning_Engineer,142200,USD,142200,US,M
2023,SE,FT,Data_Manager,155000,USD,155000,US,M
2023,SE,FT,Data_Manager,140000,USD,140000,US,M
2023,SE,FT,Data_Engineer,121500,USD,121500,US,M
2023,SE,FT,Data_Engineer,78000,USD,78000,US,M
2023,SE,FT,Data_Scientist,190000,USD,190000,US,M
2023,SE,FT,Data_Scientist,136000,USD,136000,US,M
2023,SE,FT,Data_Analyst,180000,USD,180000,US,M
2023,SE,FT,Data_Analyst,110000,USD,110000,US,M
2023,SE,FT,Data_Scientist,275300,USD,275300,US,M
2023,SE,FT,Data_Scientist,183000,USD,183000,US,M
2023,SE,FT,Data_Engineer,170000,USD,170000,US,M
2023,SE,FT,Data_Engineer,140000,USD,140000,US,M
2023,SE,FT,Data_Engineer,154000,USD,154000,US,M
2023,SE,FT,Data_Engineer,116000,USD,116000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Engineer,130000,USD,130000,US,M
2023,SE,FT,Data_Scientist,175000,USD,175000,US,M
2023,SE,FT,Data_Scientist,160000,USD,160000,US,M
2023,SE,FT,Data_Engineer,153600,USD,153600,US,M
2023,SE,FT,Data_Engineer,106800,USD,106800,US,M
2023,SE,FT,Data_Scientist,225000,USD,225000,US,M
2023,SE,FT,Data_Scientist,156400,USD,156400,US,M
2023,SE,FT,Analytics_Engineer,150000,USD,150000,US,M
2023,SE,FT,Analytics_Engineer,120000,USD,120000,US,M
2023,SE,FT,Machine_Learning_Engineer,163800,USD,163800,US,M
2023,SE,FT,Machine_Learning_Engineer,126000,USD,126000,US,M
2023,SE,FT,Data_Analyst,145000,USD,145000,US,M
2023,SE,FT,Data_Analyst,90000,USD,90000,US,M
2023,SE,FT,Machine_Learning_Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine_Learning_Engineer,142200,USD,142200,US,M
2023,SE,FT,Data_Analyst,95000,USD,95000,US,M
2023,SE,FT,Data_Analyst,85500,USD,85500,US,M
2023,SE,FT,Data_Engineer,167500,USD,167500,US,M
2023,SE,FT,Data_Engineer,106500,USD,106500,US,M
2023,SE,FT,Data_Engineer,163800,USD,163800,US,M
2023,SE,FT,Data_Engineer,126000,USD,126000,US,M
2023,SE,FT,Research_Scientist,250000,USD,250000,US,M
2023,SE,FT,Research_Scientist,200000,USD,200000,US,M
2023,SE,FT,Data_Scientist,260000,USD,260000,US,M
2023,SE,FT,Data_Scientist,186000,USD,186000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Engineer,130000,USD,130000,US,M
2023,SE,FT,Research_Scientist,200000,USD,200000,US,M
2023,SE,FT,Research_Scientist,150000,USD,150000,US,M
2023,SE,FT,Data_Scientist,45000,EUR,48289,ES,M
2023,SE,FT,Data_Scientist,36000,EUR,38631,ES,M
2023,SE,FT,Data_Scientist,150000,USD,150000,US,M
2023,SE,FT,Data_Scientist,120000,USD,120000,US,M
2023,SE,FT,Head_of_Data,70000,EUR,75116,PT,L
2023,SE,FT,Data_Analyst,175000,USD,175000,US,M
2023,SE,FT,Data_Analyst,130000,USD,130000,US,M
2023,SE,FT,Data_Analyst,122000,USD,122000,US,M
2023,SE,FT,Data_Analyst,93800,USD,93800,US,M
2023,SE,FT,Data_Science_Manager,150000,USD,150000,MX,M
2023,SE,FT,Data_Science_Manager,90000,USD,90000,MX,M
2023,SE,FT,Data_Analyst,165000,USD,165000,US,M
2023,SE,FT,Data_Analyst,112000,USD,112000,US,M
2023,SE,FT,BI_Data_Analyst,67000,EUR,71897,DE,M
2023,SE,FT,Machine_Learning_Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine_Learning_Engineer,142200,USD,142200,US,M
2023,SE,FT,Data_Analyst,1300000,INR,15806,IN,S
2023,SE,FT,Data_Engineer,185900,USD,185900,US,M
2023,SE,FT,Data_Engineer,129300,USD,129300,US,M
2023,SE,FT,Data_Analyst,185900,USD,185900,US,M
2023,SE,FT,Data_Analyst,121700,USD,121700,US,M
2023,SE,FT,Machine_Learning_Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine_Learning_Engineer,142200,USD,142200,US,M
2023,SE,FT,Data_Science_Consultant,1000000,THB,29453,TH,M
2023,SE,FT,Data_Analyst,180180,USD,180180,US,M
2023,SE,FT,Data_Analyst,106020,USD,106020,US,M
2023,SE,FT,Data_Scientist,136000,USD,136000,US,M
2023,SE,FT,Data_Scientist,104000,USD,104000,US,M
2023,SE,FT,Data_Analyst,125000,USD,125000,US,M
2023,SE,FT,Data_Analyst,110000,USD,110000,US,M
2023,SE,FT,Machine_Learning_Engineer,153400,USD,153400,US,M
2023,SE,FT,Machine_Learning_Engineer,122700,USD,122700,US,M
2023,SE,FT,Data_Analyst,152380,USD,152380,US,M
2023,SE,FT,Data_Analyst,121904,USD,121904,US,M
2023,SE,FT,Data_Scientist,185900,USD,185900,US,M
2023,SE,FT,Data_Scientist,129300,USD,129300,US,M
2023,SE,FT,Machine_Learning_Engineer,247500,USD,247500,US,M
2023,SE,FT,Machine_Learning_Engineer,172200,USD,172200,US,M
2023,SE,FT,Data_Architect,168400,USD,168400,US,M
2023,SE,FT,Data_Architect,105200,USD,105200,US,M
2023,SE,FT,Machine_Learning_Engineer,128280,USD,128280,US,M
2023,SE,FT,Machine_Learning_Engineer,106900,USD,106900,US,M
2023,SE,FT,Research_Engineer,100000,EUR,107309,DE,S
2023,SE,FT,Research_Engineer,80000,EUR,85847,DE,S
2023,SE,FT,Machine_Learning_Engineer,275000,USD,275000,DE,M
2023,SE,FT,Machine_Learning_Engineer,174000,USD,174000,DE,M
2023,SE,FT,Data_Engineer,139500,USD,139500,US,M
2023,SE,FT,Data_Engineer,109400,USD,109400,US,M
2023,SE,FT,Machine_Learning_Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine_Learning_Engineer,109400,USD,109400,US,M
2023,SE,FT,Data_Analyst,170500,USD,170500,US,M
2023,SE,FT,Data_Analyst,85000,USD,85000,US,M
2023,SE,FT,Data_Manager,60027,GBP,72946,GB,M
2023,SE,FT,Data_Manager,44737,GBP,54365,GB,M
2023,SE,FT,Data_Engineer,80000,USD,80000,US,M
2023,SE,FT,Data_Engineer,65000,USD,65000,US,M
2023,SE,FT,Data_Engineer,124740,USD,124740,US,M
2023,SE,FT,Data_Engineer,65488,USD,65488,US,M
2023,SE,FT,Data_Quality_Analyst,72200,USD,72200,US,M
2023,SE,FT,Data_Quality_Analyst,64980,USD,64980,US,M
2023,SE,FT,Data_Engineer,153600,USD,153600,US,M
2023,SE,FT,Data_Engineer,106800,USD,106800,US,M
2023,SE,FT,Data_Analyst,179975,USD,179975,US,M
2023,SE,FT,Data_Analyst,86466,USD,86466,US,M
2023,SE,FT,Data_Engineer,120000,USD,120000,US,M
2023,SE,FT,Data_Engineer,90000,USD,90000,US,M
2023,SE,FT,Data_Scientist,149076,USD,149076,US,M
2023,SE,FT,Data_Scientist,82365,USD,82365,US,M
2023,SE,FT,Data_Analyst,169000,USD,169000,US,M
2023,SE,FT,Data_Analyst,110600,USD,110600,US,M
2023,SE,FT,Data_Science_Manager,175000,USD,175000,US,M
2023,SE,FT,Data_Science_Manager,120000,USD,120000,US,M
2023,SE,FT,Data_Analyst,230000,USD,230000,US,M
2023,SE,FT,Data_Analyst,180000,USD,180000,US,M
2023,SE,FT,Data_Analyst,153600,USD,153600,US,M
2023,SE,FT,Data_Analyst,106800,USD,106800,US,M
2023,SE,FT,Data_Manager,140000,USD,140000,US,M
2023,SE,FT,Data_Manager,120000,USD,120000,US,M
2023,SE,FT,Machine_Learning_Infrastructure_Engineer,205920,USD,205920,US,M
2023,SE,FT,Machine_Learning_Infrastructure_Engineer,171600,USD,171600,US,M
2023,SE,FT,Data_Analyst,165000,USD,165000,US,M
2023,SE,FT,Data_Analyst,125000,USD,125000,US,M
2023,SE,FT,Data_Engineer,265000,USD,265000,US,M
2023,SE,FT,Data_Engineer,185000,USD,185000,US,M
2023,SE,FT,Data_Analyst,95000,USD,95000,US,M
2023,SE,FT,Data_Analyst,85500,USD,85500,US,M
2023,SE,FT,Data_Scientist,147100,USD,147100,US,M
2023,SE,FT,Data_Scientist,90700,USD,90700,US,M
2023,SE,FT,Data_Engineer,167580,USD,167580,US,M
2023,SE,FT,Data_Engineer,87980,USD,87980,US,M
2023,SE,FT,Data_Engineer,202000,USD,202000,US,M
2023,SE,FT,Data_Engineer,135000,USD,135000,US,M
2023,SE,FT,Data_Engineer,163800,USD,163800,US,M
2023,SE,FT,Data_Engineer,126000,USD,126000,US,M
2023,SE,FT,Machine_Learning_Engineer,163800,USD,163800,US,M
2023,SE,FT,Machine_Learning_Engineer,126000,USD,126000,US,M
2023,SE,FT,Data_Engineer,104000,USD,104000,US,M
2023,SE,FT,Data_Engineer,65000,USD,65000,US,M
2023,SE,FT,Research_Engineer,230000,USD,230000,US,M
2023,SE,FT,Research_Engineer,148000,USD,148000,US,M
2023,SE,FT,Machine_Learning_Engineer,269000,USD,269000,CA,M
2023,SE,FT,Machine_Learning_Engineer,158000,USD,158000,CA,M
2023,SE,FT,Analytics_Engineer,197000,USD,197000,US,M
2023,SE,FT,Analytics_Engineer,106000,USD,106000,US,M
2023,SE,FT,Data_Engineer,290000,USD,290000,US,M
2023,SE,FT,Data_Engineer,210000,USD,210000,US,M
2023,SE,FT,Data_Engineer,192000,USD,192000,US,M
2023,SE,FT,Data_Engineer,172800,USD,172800,US,M
2023,SE,FT,Data_Scientist,300240,USD,300240,US,M
2023,SE,FT,Data_Scientist,200160,USD,200160,US,M
2023,SE,FT,Data_Scientist,300240,USD,300240,US,M
2023,SE,FT,Data_Scientist,200160,USD,200160,US,M
2023,SE,FT,Analytics_Engineer,175000,USD,175000,US,M
2023,SE,FT,Analytics_Engineer,140000,USD,140000,US,M
2023,SE,FT,Data_Manager,169000,USD,169000,US,M
2023,SE,FT,Data_Manager,100000,USD,100000,US,M
2023,SE,FT,Data_Scientist,370000,USD,370000,US,M
2023,SE,FT,Data_Scientist,245000,USD,245000,US,M
2023,SE,FT,Data_Analyst,110000,USD,110000,US,S
2023,SE,FT,Data_Analyst,80000,USD,80000,US,S
2023,SE,FT,Data_Analyst,95000,USD,95000,US,M
2023,SE,FT,Data_Analyst,85000,USD,85000,US,M
2023,SE,FT,Data_Engineer,137500,USD,137500,US,M
2023,SE,FT,Data_Engineer,81500,USD,81500,US,M
2023,SE,FT,Machine_Learning_Engineer,323300,USD,323300,US,M
2023,SE,FT,Machine_Learning_Engineer,184700,USD,184700,US,M
2023,SE,FT,Machine_Learning_Engineer,186000,USD,186000,US,M
2023,SE,FT,Machine_Learning_Engineer,153088,USD,153088,US,M
2023,SE,FT,Machine_Learning_Engineer,200000,USD,200000,US,M
2023,SE,FT,Machine_Learning_Engineer,150000,USD,150000,US,M
2023,SE,FT,Machine_Learning_Engineer,240000,USD,240000,US,M
2023,SE,FT,Machine_Learning_Engineer,180000,USD,180000,US,M
2023,SE,FT,Machine_Learning_Engineer,200000,USD,200000,US,M
2023,SE,FT,Machine_Learning_Engineer,150000,USD,150000,US,M
2023,SE,FT,Data_Science_Manager,299500,USD,299500,US,M
2023,SE,FT,Data_Science_Manager,245100,USD,245100,US,M
2023,SE,FT,Data_Engineer,144000,USD,144000,US,M
2023,SE,FT,Data_Engineer,66000,USD,66000,US,M
2023,SE,FT,Data_Architect,228000,USD,228000,US,M
2023,SE,FT,Data_Architect,120000,USD,120000,US,M
2023,SE,FT,Machine_Learning_Software_Engineer,180000,USD,180000,US,M
2023,SE,FT,Machine_Learning_Software_Engineer,90000,USD,90000,US,M
2023,SE,FT,Data_Scientist,126500,USD,126500,US,M
2023,SE,FT,Data_Scientist,78000,USD,78000,US,M
2023,SE,FT,Data_Engineer,180000,USD,180000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Machine_Learning_Software_Engineer,272000,USD,272000,US,M
2023,SE,FT,Machine_Learning_Software_Engineer,170000,USD,170000,US,M
2023,SE,FT,Data_Engineer,259000,USD,259000,US,M
2023,SE,FT,Data_Engineer,146000,USD,146000,US,M
2023,SE,FT,Data_Engineer,200000,USD,200000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Analyst,142000,USD,142000,US,M
2023,SE,FT,Data_Analyst,95000,USD,95000,US,M
2023,SE,FT,Data_Scientist,155000,USD,155000,US,M
2023,SE,FT,Data_Scientist,139500,USD,139500,US,M
2023,SE,FT,Data_Engineer,259000,USD,259000,US,M
2023,SE,FT,Data_Engineer,146000,USD,146000,US,M
2023,SE,FT,Data_Science_Lead,247500,USD,247500,US,M
2023,SE,FT,Data_Science_Lead,172200,USD,172200,US,M
2023,SE,FT,Data_Scientist,225000,USD,225000,US,M
2023,SE,FT,Data_Scientist,156400,USD,156400,US,M
2023,SE,FT,Data_Engineer,139500,USD,139500,US,M
2023,SE,FT,Data_Engineer,109400,USD,109400,US,M
2023,SE,FT,Machine_Learning_Infrastructure_Engineer,100000,EUR,107309,FR,M
2023,SE,FT,Machine_Learning_Infrastructure_Engineer,70000,EUR,75116,FR,M
2023,SE,FT,Data_Scientist,185900,USD,185900,US,M
2023,SE,FT,Data_Scientist,129300,USD,129300,US,M
2023,SE,FT,Machine_Learning_Engineer,139500,USD,139500,US,M
2023,SE,FT,Machine_Learning_Engineer,109400,USD,109400,US,M
2023,SE,FT,Data_Analyst,120000,USD,120000,US,M
2023,SE,FT,Data_Analyst,75000,USD,75000,US,M
2023,SE,FT,Data_Analyst,169000,USD,169000,US,M
2023,SE,FT,Data_Analyst,110600,USD,110600,US,M
2023,SE,FT,Machine_Learning_Engineer,288000,USD,288000,US,M
2023,SE,FT,Machine_Learning_Engineer,140000,USD,140000,US,M
2023,SE,FT,Machine_Learning_Engineer,288000,USD,288000,US,M
2023,SE,FT,Machine_Learning_Engineer,140000,USD,140000,US,M
2023,SE,FT,Data_Scientist,215050,USD,215050,US,M
2023,SE,FT,Data_Scientist,156400,USD,156400,US,M
2023,SE,FT,Data_Architect,198000,USD,198000,US,M
2023,SE,FT,Data_Architect,114000,USD,114000,US,M
2023,SE,FT,Machine_Learning_Engineer,204500,USD,204500,US,M
2023,SE,FT,Machine_Learning_Engineer,142200,USD,142200,US,M
2023,SE,FT,Data_Scientist,209300,USD,209300,US,M
2023,SE,FT,Data_Scientist,182200,USD,182200,US,M
2023,SE,FT,Data_Manager,140000,USD,140000,US,M
2023,SE,FT,Data_Manager,120000,USD,120000,US,M
2023,SE,FT,Machine_Learning_Engineer,147100,USD,147100,US,M
2023,SE,FT,Machine_Learning_Engineer,90700,USD,90700,US,M
2023,SE,FT,Data_Engineer,230000,USD,230000,US,M
2023,SE,FT,Data_Engineer,170000,USD,170000,US,M
2023,SE,FT,Data_Analyst,227000,USD,227000,US,M
2023,SE,FT,Data_Analyst,108000,USD,108000,US,M
2023,SE,FT,Data_Engineer,180000,USD,180000,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Architect,180000,USD,180000,US,M
2023,SE,FT,Data_Architect,160000,USD,160000,US,M
2023,SE,FT,Data_Engineer,180000,USD,180000,US,M
2023,SE,FT,Data_Engineer,130000,USD,130000,US,M
2023,SE,FT,Data_Analyst,52000,EUR,55800,ES,M
2023,SE,FT,Data_Analyst,48000,EUR,51508,ES,M
2023,SE,FT,Data_Engineer,226700,USD,226700,US,M
2023,SE,FT,Data_Engineer,133300,USD,133300,US,M
2023,SE,FT,Data_Engineer,252000,USD,252000,US,M
2023,SE,FT,Data_Engineer,129000,USD,129000,US,M
2023,SE,FT,Big_Data_Architect,124999,GBP,151902,GB,L
2023,SE,FT,Data_Analyst,80000,USD,80000,US,M
2023,SE,FT,Data_Analyst,52500,USD,52500,US,M
2023,SE,FT,Data_Engineer,250000,USD,250000,US,M
2023,SE,FT,Data_Engineer,162500,USD,162500,US,M
2023,SE,FT,Data_Analyst,153600,USD,153600,US,M
2023,SE,FT,Data_Analyst,106800,USD,106800,US,M
2023,SE,FT,Data_Analyst,115934,USD,115934,US,M
2023,SE,FT,Data_Analyst,81666,USD,81666,US,M
2023,SE,FT,Data_Engineer,167580,USD,167580,US,M
2023,SE,FT,Data_Engineer,87980,USD,87980,US,M
2023,SE,FT,Data_Engineer,250000,USD,250000,US,M
2023,SE,FT,Data_Engineer,63000,USD,63000,US,M
2023,SE,FT,Research_Scientist,253750,USD,253750,ES,M
2023,SE,FT,Research_Scientist,169200,USD,169200,ES,M
2023,SE,FT,Research_Scientist,253750,USD,253750,ES,M
2023,SE,FT,Research_Scientist,169200,USD,169200,ES,M
2023,SE,FT,Data_Engineer,124740,USD,124740,US,M
2023,SE,FT,Data_Engineer,65488,USD,65488,US,M
2023,SE,FT,Data_Engineer,213580,USD,213580,US,M
2023,SE,FT,Data_Engineer,163625,USD,163625,US,M
2023,SE,FT,Data_Engineer,95000,EUR,101943,IE,M
2023,SE,FT,Machine_Learning_Engineer,220000,USD,220000,US,M
2023,SE,FT,Machine_Learning_Engineer,170000,USD,170000,US,M
2023,SE,FT,Data_Architect,180000,USD,180000,US,M
2023,SE,FT,Data_Architect,115000,USD,115000,US,M
2023,SE,FT,Data_Architect,200000,USD,200000,US,M
2023,SE,FT,Data_Architect,115000,USD,115000,US,M
2023,SE,FT,Data_Science_Manager,231250,USD,231250,US,M
2023,SE,FT,Data_Science_Manager,138750,USD,138750,US,M
2023,SE,FT,Machine_Learning_Engineer,284310,USD,284310,US,M
2023,SE,FT,Machine_Learning_Engineer,153090,USD,153090,US,M
2023,SE,FT,Data_Engineer,160000,USD,160000,US,M
2023,SE,FT,Data_Engineer,75000,USD,75000,US,M
2023,SE,FT,Data_Science_Lead,225900,USD,225900,US,M
